title,url,description,headers,author,read_time,links
"AWS Amplify Multi-Auth GraphQL — Public Read and Authenticated Create, Update, Delete.",https://medium.com/@fullstackpho/aws-amplify-multi-auth-graphql-public-read-and-authenticated-create-update-delete-1bf5443b0ad1,"AWS Amplify recently released multi-auth support for managed GraphQL APIs. This allows you to mix and match auth rules and providers (API keys, Cognito, IAM, OIDC), which means that you can restrict…","Testing the API in our App;Testing the API in the AppSync Console 📈;Creating a User to Test the Database 🙋🏾;Pushing to Amplify;Modifying Amplify Auth 🔐;Editing Your Schema 🖌;Setting up the API;Initialising the Amplify Project;Getting Started 🚀;Methods for Public Queries, Authenticated Mutations;What is an Unauthenticated User?",FullstackPho,15 min read,https://play.google.com/store/apps/details?id=com.medium.reader&source=post_page-----1bf5443b0ad1--------------------------------;https://itunes.apple.com/app/medium-everyones-stories/id828256236?pt=698524&mt=8&ct=post_page&source=post_page-----1bf5443b0ad1--------------------------------;https://policy.medium.com/medium-terms-of-service-9db0094a1e0f?source=post_page-----1bf5443b0ad1--------------------------------;https://help.medium.com/hc/en-us?source=post_page-----1bf5443b0ad1--------------------------------;https://medium.com/about?autoplay=1&source=post_page-----1bf5443b0ad1--------------------------------;https://medium.com/?source=post_page-----1bf5443b0ad1--------------------------------;https://gg-gina.medium.com/?source=post_internal_links---------7----------------------------;https://theadarshsaxena.medium.com/launch-aws-instance-and-attach-volume-using-aws-cli-script-bc0fecbcd6a9?source=post_internal_links---------5----------------------------;https://theadarshsaxena.medium.com/?source=post_internal_links---------5----------------------------;https://theadarshsaxena.medium.com/launch-aws-instance-and-attach-volume-using-aws-cli-script-bc0fecbcd6a9?source=post_internal_links---------5----------------------------;https://drgarcia1986.medium.com/playing-with-go-and-generics-bba6961b14a0?source=post_internal_links---------4----------------------------;https://drgarcia1986.medium.com/?source=post_internal_links---------4----------------------------;https://drgarcia1986.medium.com/playing-with-go-and-generics-bba6961b14a0?source=post_internal_links---------4----------------------------;https://xuorig.medium.com/a-guide-to-graphql-errors-bb9ba9f15f85?source=post_internal_links---------3----------------------------;https://xuorig.medium.com/?source=post_internal_links---------3----------------------------;https://xuorig.medium.com/a-guide-to-graphql-errors-bb9ba9f15f85?source=post_internal_links---------3----------------------------;https://codinghub.medium.com/python-examples-for-beginners-bc717077d446?source=post_internal_links---------1----------------------------;https://codinghub.medium.com/?source=post_internal_links---------1----------------------------;https://codinghub.medium.com/python-examples-for-beginners-bc717077d446?source=post_internal_links---------1----------------------------;https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2F1bf5443b0ad1&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40fullstackpho%2Faws-amplify-multi-auth-graphql-public-read-and-authenticated-create-update-delete-1bf5443b0ad1&source=post_actions_footer-----1bf5443b0ad1---------------------clap_footer-----------;https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2F1bf5443b0ad1&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40fullstackpho%2Faws-amplify-multi-auth-graphql-public-read-and-authenticated-create-update-delete-1bf5443b0ad1&source=post_actions_footer-----1bf5443b0ad1---------------------clap_footer-----------;https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2F1bf5443b0ad1&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40fullstackpho%2Faws-amplify-multi-auth-graphql-public-read-and-authenticated-create-update-delete-1bf5443b0ad1&source=post_sidebar-----1bf5443b0ad1---------------------clap_sidebar-----------;https://twitter.com/fullstackpho;https://aws-amplify.github.io/docs/js/start;https://aws-amplify.github.io/docs/cli-toolchain/quickstart;https://medium.com/?source=post_page-----1bf5443b0ad1--------------------------------;https://rsci.app.link/?%24canonical_url=https%3A%2F%2Fmedium.com%2Fp%2F1bf5443b0ad1&~feature=LoOpenInAppButton&~channel=ShowPostUnderUser&~stage=mobileNavBar&source=post_page-----1bf5443b0ad1--------------------------------;https://medium.com/?source=post_page-----1bf5443b0ad1--------------------------------;https://medium.com/m/signin?operation=login&redirect=https%3A%2F%2Fmedium.com%2F%40fullstackpho%2Faws-amplify-multi-auth-graphql-public-read-and-authenticated-create-update-delete-1bf5443b0ad1&source=post_page-----1bf5443b0ad1---------------------nav_reg-----------;https://medium.com/?source=post_page-----1bf5443b0ad1--------------------------------;https://rsci.app.link/?%24canonical_url=https%3A%2F%2Fmedium.com%2Fp%2F1bf5443b0ad1&~feature=LoOpenInAppButton&~channel=ShowPostUnderUser&~stage=mobileNavBar&source=post_page-----1bf5443b0ad1--------------------------------
